holiday,date,Total,megawatthours
0,2019-05-01 21:00:00+00:00,473511,476397
0,2019-05-01 22:00:00+00:00,474764,477658
0,2019-05-01 23:00:00+00:00,470453,475302
0,2019-05-02 00:00:00+00:00,469335,471348
0,2019-05-02 01:00:00+00:00,463313,469976
0,2019-05-02 02:00:00+00:00,453216,462882
0,2019-05-02 03:00:00+00:00,434090,442666
0,2019-05-02 04:00:00+00:00,409658,417303
0,2019-05-02 05:00:00+00:00,386489,391387
0,2019-05-02 06:00:00+00:00,366203,371241
0,2019-05-02 07:00:00+00:00,352240,356043
0,2019-05-02 08:00:00+00:00,344783,347183
0,2019-05-02 09:00:00+00:00,345030,345719
0,2019-05-02 10:00:00+00:00,354870,354978
0,2019-05-02 11:00:00+00:00,375005,375312
0,2019-05-02 12:00:00+00:00,396918,397395
0,2019-05-02 13:00:00+00:00,412476,413843
0,2019-05-02 14:00:00+00:00,424964,426391
0,2019-05-02 15:00:00+00:00,436562,437947
0,2019-05-02 16:00:00+00:00,445860,447546
0,2019-05-02 17:00:00+00:00,453049,455774
0,2019-05-02 18:00:00+00:00,462025,464239
0,2019-05-02 19:00:00+00:00,468080,470916
0,2019-05-02 20:00:00+00:00,471637,475916
0,2019-05-02 21:00:00+00:00,474523,478579
0,2019-05-02 22:00:00+00:00,474478,477913
0,2019-05-02 23:00:00+00:00,468163,473539
0,2019-05-03 00:00:00+00:00,462904,466621
0,2019-05-03 01:00:00+00:00,459559,464323
0,2019-05-03 02:00:00+00:00,447012,457405
0,2019-05-03 03:00:00+00:00,429972,437993
0,2019-05-03 04:00:00+00:00,401685,412727
0,2019-05-03 05:00:00+00:00,379345,387026
0,2019-05-03 06:00:00+00:00,362488,367154
0,2019-05-03 07:00:00+00:00,348507,352608
0,2019-05-03 08:00:00+00:00,339694,344191
0,2019-05-03 09:00:00+00:00,340759,343072
0,2019-05-03 10:00:00+00:00,352463,350275
0,2019-05-03 11:00:00+00:00,372550,371622
0,2019-05-03 12:00:00+00:00,391024,392913
0,2019-05-03 13:00:00+00:00,407888,409862
0,2019-05-03 14:00:00+00:00,421048,422854
0,2019-05-03 15:00:00+00:00,432262,433447
0,2019-05-03 16:00:00+00:00,438675,441073
0,2019-05-03 17:00:00+00:00,444236,447871
0,2019-05-03 18:00:00+00:00,450628,454372
0,2019-05-03 19:00:00+00:00,456276,458656
0,2019-05-03 20:00:00+00:00,458759,461053
0,2019-05-03 21:00:00+00:00,460461,463053
0,2019-05-03 22:00:00+00:00,459975,462997
0,2019-05-03 23:00:00+00:00,454779,458205
0,2019-05-04 00:00:00+00:00,448115,451154
0,2019-05-04 01:00:00+00:00,442610,448509
0,2019-05-04 02:00:00+00:00,432774,442503
0,2019-05-04 03:00:00+00:00,417800,425937
0,2019-05-04 04:00:00+00:00,398905,405116
0,2019-05-04 05:00:00+00:00,375470,382220
0,2019-05-04 06:00:00+00:00,359628,363389
0,2019-05-04 07:00:00+00:00,344092,349550
0,2019-05-04 08:00:00+00:00,336078,339791
0,2019-05-04 09:00:00+00:00,332408,334212
0,2019-05-04 10:00:00+00:00,332322,334379
0,2019-05-04 11:00:00+00:00,337640,339431
0,2019-05-04 12:00:00+00:00,346860,347518
0,2019-05-04 13:00:00+00:00,362042,363850
0,2019-05-04 14:00:00+00:00,381290,381136
0,2019-05-04 15:00:00+00:00,397571,396924
0,2019-05-04 16:00:00+00:00,405827,408352
0,2019-05-04 17:00:00+00:00,413095,416823
0,2019-05-04 18:00:00+00:00,417734,420708
0,2019-05-04 19:00:00+00:00,421140,423339
0,2019-05-04 20:00:00+00:00,424145,426161
0,2019-05-04 21:00:00+00:00,427155,428937
0,2019-05-04 22:00:00+00:00,428340,431275
0,2019-05-04 23:00:00+00:00,426804,429644
0,2019-05-05 00:00:00+00:00,424661,426559
0,2019-05-05 01:00:00+00:00,422394,426707
0,2019-05-05 02:00:00+00:00,415272,422282
0,2019-05-05 03:00:00+00:00,400753,408371
0,2019-05-05 04:00:00+00:00,382948,390048
0,2019-05-05 05:00:00+00:00,361448,368688
0,2019-05-05 06:00:00+00:00,347182,351195
0,2019-05-05 07:00:00+00:00,333744,338340
0,2019-05-05 08:00:00+00:00,324705,328587
0,2019-05-05 09:00:00+00:00,320536,323985
0,2019-05-05 10:00:00+00:00,320055,323124
0,2019-05-05 11:00:00+00:00,323244,325861
0,2019-05-05 12:00:00+00:00,328750,331419
0,2019-05-05 13:00:00+00:00,341524,344086
0,2019-05-05 14:00:00+00:00,358588,360916
0,2019-05-05 15:00:00+00:00,373438,376044
0,2019-05-05 16:00:00+00:00,384689,387945
0,2019-05-05 17:00:00+00:00,391140,397000
0,2019-05-05 18:00:00+00:00,397865,403055
0,2019-05-05 19:00:00+00:00,402726,407843
0,2019-05-05 20:00:00+00:00,410021,413687
0,2019-05-05 21:00:00+00:00,417818,421083
0,2019-05-05 22:00:00+00:00,425051,428038
0,2019-05-05 23:00:00+00:00,428995,431650
0,2019-05-06 00:00:00+00:00,427940,431650
0,2019-05-06 01:00:00+00:00,426496,431559
0,2019-05-06 02:00:00+00:00,417572,427325
0,2019-05-06 03:00:00+00:00,401664,411167
0,2019-05-06 04:00:00+00:00,382196,388134
0,2019-05-06 05:00:00+00:00,358072,363704
0,2019-05-06 06:00:00+00:00,341389,344529
0,2019-05-06 07:00:00+00:00,328507,332091
0,2019-05-06 08:00:00+00:00,323774,325764
0,2019-05-06 09:00:00+00:00,325650,325175
0,2019-05-06 10:00:00+00:00,338714,335367
0,2019-05-06 11:00:00+00:00,360451,359117
0,2019-05-06 12:00:00+00:00,379588,381598
0,2019-05-06 13:00:00+00:00,395484,397623
0,2019-05-06 14:00:00+00:00,409077,410537
0,2019-05-06 15:00:00+00:00,421170,423439
0,2019-05-06 16:00:00+00:00,433268,433697
0,2019-05-06 17:00:00+00:00,441726,442685
0,2019-05-06 18:00:00+00:00,448081,451218
0,2019-05-06 19:00:00+00:00,457138,459169
0,2019-05-06 20:00:00+00:00,462542,464374
0,2019-05-06 21:00:00+00:00,469833,470288
0,2019-05-06 22:00:00+00:00,471900,475082
0,2019-05-06 23:00:00+00:00,471852,475023
0,2019-05-07 00:00:00+00:00,468092,469912
0,2019-05-07 01:00:00+00:00,462368,466970
0,2019-05-07 02:00:00+00:00,451359,459947
0,2019-05-07 03:00:00+00:00,427976,437449
0,2019-05-07 04:00:00+00:00,398254,409337
0,2019-05-07 05:00:00+00:00,378529,382374
0,2019-05-07 06:00:00+00:00,360550,362181
0,2019-05-07 07:00:00+00:00,343136,347076
0,2019-05-07 08:00:00+00:00,338227,338513
0,2019-05-07 09:00:00+00:00,337460,336461
0,2019-05-07 10:00:00+00:00,348533,344453
0,2019-05-07 11:00:00+00:00,365878,364811
0,2019-05-07 12:00:00+00:00,386561,387279
0,2019-05-07 13:00:00+00:00,400776,402309
0,2019-05-07 14:00:00+00:00,415603,415406
0,2019-05-07 15:00:00+00:00,430064,429328
0,2019-05-07 16:00:00+00:00,439720,441084
0,2019-05-07 17:00:00+00:00,448987,450827
0,2019-05-07 18:00:00+00:00,458550,460748
0,2019-05-07 19:00:00+00:00,467993,470416
0,2019-05-07 20:00:00+00:00,475780,477663
0,2019-05-07 21:00:00+00:00,480582,483885
0,2019-05-07 22:00:00+00:00,483261,487011
0,2019-05-07 23:00:00+00:00,480631,484866
0,2019-05-08 00:00:00+00:00,475850,478062
0,2019-05-08 01:00:00+00:00,466619,473408
0,2019-05-08 02:00:00+00:00,454881,465889
0,2019-05-08 03:00:00+00:00,436163,443695
0,2019-05-08 04:00:00+00:00,404851,415579
0,2019-05-08 05:00:00+00:00,382737,389356
0,2019-05-08 06:00:00+00:00,364371,367815
0,2019-05-08 07:00:00+00:00,349405,352908
0,2019-05-08 08:00:00+00:00,340570,343325
0,2019-05-08 09:00:00+00:00,339874,341008
0,2019-05-08 10:00:00+00:00,351237,349070
0,2019-05-08 11:00:00+00:00,369787,370074
0,2019-05-08 12:00:00+00:00,387976,391201
0,2019-05-08 13:00:00+00:00,404584,407401
0,2019-05-08 14:00:00+00:00,420071,421678
0,2019-05-08 15:00:00+00:00,432569,434346
0,2019-05-08 16:00:00+00:00,442711,444846
0,2019-05-08 17:00:00+00:00,451151,454027
0,2019-05-08 18:00:00+00:00,459439,462926
0,2019-05-08 19:00:00+00:00,467444,470163
0,2019-05-08 20:00:00+00:00,472643,475335
0,2019-05-08 21:00:00+00:00,476595,469353
0,2019-05-08 22:00:00+00:00,478416,482871
0,2019-05-08 23:00:00+00:00,477207,481461
0,2019-05-09 00:00:00+00:00,472975,475726
0,2019-05-09 01:00:00+00:00,467495,472415
0,2019-05-09 02:00:00+00:00,456851,466348
0,2019-05-09 03:00:00+00:00,438019,445539
0,2019-05-09 04:00:00+00:00,411090,419292
0,2019-05-09 05:00:00+00:00,390077,394125
0,2019-05-09 06:00:00+00:00,369447,373706
0,2019-05-09 07:00:00+00:00,355684,358920
0,2019-05-09 08:00:00+00:00,347908,349937
0,2019-05-09 09:00:00+00:00,346622,348256
0,2019-05-09 10:00:00+00:00,356989,355177
0,2019-05-09 11:00:00+00:00,376938,375976
0,2019-05-09 12:00:00+00:00,397693,399456
0,2019-05-09 13:00:00+00:00,413022,415539
0,2019-05-09 14:00:00+00:00,428919,429462
0,2019-05-09 15:00:00+00:00,441325,442082
0,2019-05-09 16:00:00+00:00,448904,451662
0,2019-05-09 17:00:00+00:00,458886,460119
0,2019-05-09 18:00:00+00:00,463784,454898
0,2019-05-09 19:00:00+00:00,467684,470914
0,2019-05-09 20:00:00+00:00,471051,473231
0,2019-05-09 21:00:00+00:00,470463,462808
0,2019-05-09 22:00:00+00:00,469195,472242
0,2019-05-09 23:00:00+00:00,464252,467343
0,2019-05-10 00:00:00+00:00,459405,461738
0,2019-05-10 01:00:00+00:00,456623,448667
0,2019-05-10 02:00:00+00:00,446152,442415
0,2019-05-10 03:00:00+00:00,426838,434345
0,2019-05-10 04:00:00+00:00,402946,408311
0,2019-05-10 05:00:00+00:00,380573,384158
0,2019-05-10 06:00:00+00:00,361687,363904
0,2019-05-10 07:00:00+00:00,348686,350235
0,2019-05-10 08:00:00+00:00,340324,342578
0,2019-05-10 09:00:00+00:00,340381,339777
0,2019-05-10 10:00:00+00:00,350565,348342
0,2019-05-10 11:00:00+00:00,369759,368624
0,2019-05-10 12:00:00+00:00,391566,390465
0,2019-05-10 13:00:00+00:00,406989,408103
0,2019-05-10 14:00:00+00:00,420419,420825
0,2019-05-10 15:00:00+00:00,431049,432119
0,2019-05-10 16:00:00+00:00,438527,439449
0,2019-05-10 17:00:00+00:00,443419,444229
0,2019-05-10 18:00:00+00:00,448184,449384
0,2019-05-10 19:00:00+00:00,451864,452427
0,2019-05-10 20:00:00+00:00,450829,453840
0,2019-05-10 21:00:00+00:00,452035,454576
0,2019-05-10 22:00:00+00:00,450039,452918
0,2019-05-10 23:00:00+00:00,448476,449916
0,2019-05-11 00:00:00+00:00,440970,441222
0,2019-05-11 01:00:00+00:00,436847,439885
0,2019-05-11 02:00:00+00:00,430618,436769
0,2019-05-11 03:00:00+00:00,415635,421903
0,2019-05-11 04:00:00+00:00,396318,400712
0,2019-05-11 05:00:00+00:00,375574,378951
0,2019-05-11 06:00:00+00:00,358776,361487
0,2019-05-11 07:00:00+00:00,343326,346093
0,2019-05-11 08:00:00+00:00,335688,337088
0,2019-05-11 09:00:00+00:00,332877,332919
0,2019-05-11 10:00:00+00:00,330743,332702
0,2019-05-11 11:00:00+00:00,337354,336045
0,2019-05-11 12:00:00+00:00,346991,344804
0,2019-05-11 13:00:00+00:00,360995,359662
0,2019-05-11 14:00:00+00:00,376250,375984
0,2019-05-11 15:00:00+00:00,389730,389121
0,2019-05-11 16:00:00+00:00,398732,398598
0,2019-05-11 17:00:00+00:00,404119,404796
0,2019-05-11 18:00:00+00:00,408641,408696
0,2019-05-11 19:00:00+00:00,410922,410127
0,2019-05-11 20:00:00+00:00,413326,411435
0,2019-05-11 21:00:00+00:00,415242,414085
0,2019-05-11 22:00:00+00:00,416052,415634
0,2019-05-11 23:00:00+00:00,416891,415446
0,2019-05-12 00:00:00+00:00,415106,413568
0,2019-05-12 01:00:00+00:00,414386,414892
0,2019-05-12 02:00:00+00:00,408201,414127
0,2019-05-12 03:00:00+00:00,398240,403043
0,2019-05-12 04:00:00+00:00,385581,386245
0,2019-05-12 05:00:00+00:00,363831,367067
0,2019-05-12 06:00:00+00:00,346001,350329
0,2019-05-12 07:00:00+00:00,334349,337280
0,2019-05-12 08:00:00+00:00,327467,328798
0,2019-05-12 09:00:00+00:00,323711,325594
0,2019-05-12 10:00:00+00:00,323085,323906
0,2019-05-12 11:00:00+00:00,325549,327254
0,2019-05-12 12:00:00+00:00,332367,332645
0,2019-05-12 13:00:00+00:00,347516,348423
0,2019-05-12 14:00:00+00:00,364518,364969
0,2019-05-12 15:00:00+00:00,377696,378835
0,2019-05-12 16:00:00+00:00,385479,386754
0,2019-05-12 17:00:00+00:00,390372,393001
0,2019-05-12 18:00:00+00:00,393277,395802
0,2019-05-12 19:00:00+00:00,395442,398600
0,2019-05-12 20:00:00+00:00,398756,401711
0,2019-05-12 21:00:00+00:00,404446,406449
0,2019-05-12 22:00:00+00:00,409992,411596
0,2019-05-12 23:00:00+00:00,413682,415269
0,2019-05-13 00:00:00+00:00,417243,417578
0,2019-05-13 01:00:00+00:00,417769,421131
0,2019-05-13 02:00:00+00:00,411805,419287
0,2019-05-13 03:00:00+00:00,399583,406759
0,2019-05-13 04:00:00+00:00,380313,387503
0,2019-05-13 05:00:00+00:00,362465,365985
0,2019-05-13 06:00:00+00:00,348559,350206
0,2019-05-13 07:00:00+00:00,337006,339772
0,2019-05-13 08:00:00+00:00,332510,333172
0,2019-05-13 09:00:00+00:00,332630,332298
0,2019-05-13 10:00:00+00:00,345307,341448
0,2019-05-13 11:00:00+00:00,367209,364364
0,2019-05-13 12:00:00+00:00,387882,387699
0,2019-05-13 13:00:00+00:00,405079,405189
0,2019-05-13 14:00:00+00:00,421160,418506
0,2019-05-13 15:00:00+00:00,430413,430210
0,2019-05-13 16:00:00+00:00,438667,438667
0,2019-05-13 17:00:00+00:00,442092,444279
0,2019-05-13 18:00:00+00:00,446978,448135
0,2019-05-13 19:00:00+00:00,449495,451133
0,2019-05-13 20:00:00+00:00,451837,453001
0,2019-05-13 21:00:00+00:00,456346,457871
0,2019-05-13 22:00:00+00:00,461548,462727
0,2019-05-13 23:00:00+00:00,463763,465388
0,2019-05-14 00:00:00+00:00,460808,461956
0,2019-05-14 01:00:00+00:00,455845,458408
0,2019-05-14 02:00:00+00:00,446398,451883
0,2019-05-14 03:00:00+00:00,428086,433134
0,2019-05-14 04:00:00+00:00,396756,407330
0,2019-05-14 05:00:00+00:00,375635,381081
0,2019-05-14 06:00:00+00:00,357269,360906
0,2019-05-14 07:00:00+00:00,346209,347104
0,2019-05-14 08:00:00+00:00,339965,340400
0,2019-05-14 09:00:00+00:00,339813,339923
0,2019-05-14 10:00:00+00:00,351043,348398
0,2019-05-14 11:00:00+00:00,369808,368505
0,2019-05-14 12:00:00+00:00,387691,388167
0,2019-05-14 13:00:00+00:00,399884,402681
0,2019-05-14 14:00:00+00:00,412211,413594
0,2019-05-14 15:00:00+00:00,422295,423712
0,2019-05-14 16:00:00+00:00,428487,431709
0,2019-05-14 17:00:00+00:00,434334,438693
0,2019-05-14 18:00:00+00:00,441467,445157
0,2019-05-14 19:00:00+00:00,447278,451257
0,2019-05-14 20:00:00+00:00,452725,455902
0,2019-05-14 21:00:00+00:00,460495,456660
0,2019-05-14 22:00:00+00:00,464502,468345
0,2019-05-14 23:00:00+00:00,464337,469087
0,2019-05-15 00:00:00+00:00,463200,465939
0,2019-05-15 01:00:00+00:00,459620,463169
0,2019-05-15 02:00:00+00:00,450609,457380
0,2019-05-15 03:00:00+00:00,431336,437786
0,2019-05-15 04:00:00+00:00,405184,410720
0,2019-05-15 05:00:00+00:00,381281,385038
0,2019-05-15 06:00:00+00:00,362942,364315
0,2019-05-15 07:00:00+00:00,348813,351321
0,2019-05-15 08:00:00+00:00,342917,343362
0,2019-05-15 09:00:00+00:00,341391,341221
0,2019-05-15 10:00:00+00:00,351597,346918
0,2019-05-15 11:00:00+00:00,368514,367411
0,2019-05-15 12:00:00+00:00,385668,386811
0,2019-05-15 13:00:00+00:00,400375,402919
0,2019-05-15 14:00:00+00:00,408883,409080
0,2019-05-15 15:00:00+00:00,420016,420726
0,2019-05-15 16:00:00+00:00,428547,429910
0,2019-05-15 17:00:00+00:00,437648,438910
0,2019-05-15 18:00:00+00:00,447614,448399
0,2019-05-15 19:00:00+00:00,457335,458904
0,2019-05-15 20:00:00+00:00,465212,465837
0,2019-05-15 21:00:00+00:00,471283,472562
0,2019-05-15 22:00:00+00:00,478526,478019
0,2019-05-15 23:00:00+00:00,477488,478913
0,2019-05-16 00:00:00+00:00,473807,475004
0,2019-05-16 01:00:00+00:00,469566,471378
0,2019-05-16 02:00:00+00:00,458930,464400
0,2019-05-16 03:00:00+00:00,438791,444487
0,2019-05-16 04:00:00+00:00,411646,417350
0,2019-05-16 05:00:00+00:00,387061,390364
0,2019-05-16 06:00:00+00:00,366174,369165
0,2019-05-16 07:00:00+00:00,350571,353219
0,2019-05-16 08:00:00+00:00,342168,343221
0,2019-05-16 09:00:00+00:00,342865,341479
0,2019-05-16 10:00:00+00:00,350309,348314
0,2019-05-16 11:00:00+00:00,369686,367384
0,2019-05-16 12:00:00+00:00,387865,386639
0,2019-05-16 13:00:00+00:00,400681,402641
0,2019-05-16 14:00:00+00:00,416090,417425
0,2019-05-16 15:00:00+00:00,431159,431136
0,2019-05-16 16:00:00+00:00,443831,444964
0,2019-05-16 17:00:00+00:00,455818,457463
0,2019-05-16 18:00:00+00:00,468737,470395
0,2019-05-16 19:00:00+00:00,479628,480055
0,2019-05-16 20:00:00+00:00,490419,490751
0,2019-05-16 21:00:00+00:00,497954,498406
0,2019-05-16 22:00:00+00:00,499842,503473
0,2019-05-16 23:00:00+00:00,497785,500978
0,2019-05-17 00:00:00+00:00,488992,493982
0,2019-05-17 01:00:00+00:00,480648,485271
0,2019-05-17 02:00:00+00:00,466735,476608
0,2019-05-17 03:00:00+00:00,450220,455745
0,2019-05-17 04:00:00+00:00,417337,427644
0,2019-05-17 05:00:00+00:00,393773,399000
0,2019-05-17 06:00:00+00:00,373087,376391
0,2019-05-17 07:00:00+00:00,358747,360952
0,2019-05-17 08:00:00+00:00,349942,350406
0,2019-05-17 09:00:00+00:00,348748,346475
0,2019-05-17 10:00:00+00:00,356387,352297
0,2019-05-17 11:00:00+00:00,373134,370680
0,2019-05-17 12:00:00+00:00,391375,391159
0,2019-05-17 13:00:00+00:00,408503,409030
0,2019-05-17 14:00:00+00:00,426170,426135
0,2019-05-17 15:00:00+00:00,443411,442926
0,2019-05-17 16:00:00+00:00,458275,457684
0,2019-05-17 17:00:00+00:00,470565,471408
0,2019-05-17 18:00:00+00:00,482806,484127
0,2019-05-17 19:00:00+00:00,494253,493413
0,2019-05-17 20:00:00+00:00,502309,501187
0,2019-05-17 21:00:00+00:00,506968,507367
0,2019-05-17 22:00:00+00:00,506876,508609
0,2019-05-17 23:00:00+00:00,500630,503003
0,2019-05-18 00:00:00+00:00,490130,491395
0,2019-05-18 01:00:00+00:00,478674,480655
0,2019-05-18 02:00:00+00:00,462173,471223
0,2019-05-18 03:00:00+00:00,448798,452744
0,2019-05-18 04:00:00+00:00,420415,429014
0,2019-05-18 05:00:00+00:00,398695,402996
0,2019-05-18 06:00:00+00:00,377606,380378
0,2019-05-18 07:00:00+00:00,361410,363960
0,2019-05-18 08:00:00+00:00,351271,351701
0,2019-05-18 09:00:00+00:00,346693,345531
0,2019-05-18 10:00:00+00:00,344244,344044
0,2019-05-18 11:00:00+00:00,349613,346238
0,2019-05-18 12:00:00+00:00,357087,355876
0,2019-05-18 13:00:00+00:00,374088,372904
0,2019-05-18 14:00:00+00:00,395302,392479
0,2019-05-18 15:00:00+00:00,417186,413533
0,2019-05-18 16:00:00+00:00,435147,433157
0,2019-05-18 17:00:00+00:00,449485,448376
0,2019-05-18 18:00:00+00:00,460305,458781
0,2019-05-18 19:00:00+00:00,468625,465861
0,2019-05-18 20:00:00+00:00,474875,471535
0,2019-05-18 21:00:00+00:00,479036,477073
0,2019-05-18 22:00:00+00:00,478800,480348
0,2019-05-18 23:00:00+00:00,474712,476484
0,2019-05-19 00:00:00+00:00,465778,467836
0,2019-05-19 01:00:00+00:00,457463,459131
0,2019-05-19 02:00:00+00:00,446877,452299
0,2019-05-19 03:00:00+00:00,430055,435268
0,2019-05-19 04:00:00+00:00,408537,414059
0,2019-05-19 05:00:00+00:00,385471,391226
0,2019-05-19 06:00:00+00:00,366178,369725
0,2019-05-19 07:00:00+00:00,352660,354062
0,2019-05-19 08:00:00+00:00,341644,344379
0,2019-05-19 09:00:00+00:00,337468,337809
0,2019-05-19 10:00:00+00:00,332059,335098
0,2019-05-19 11:00:00+00:00,334198,333541
0,2019-05-19 12:00:00+00:00,344173,340103
0,2019-05-19 13:00:00+00:00,361821,358709
0,2019-05-19 14:00:00+00:00,383843,382007
0,2019-05-19 15:00:00+00:00,404667,403901
0,2019-05-19 16:00:00+00:00,426728,423921
0,2019-05-19 17:00:00+00:00,441420,440822
0,2019-05-19 18:00:00+00:00,456287,454309
0,2019-05-19 19:00:00+00:00,465403,464661
0,2019-05-19 20:00:00+00:00,472561,473518
0,2019-05-19 21:00:00+00:00,480502,481356
0,2019-05-19 22:00:00+00:00,485330,487126
0,2019-05-19 23:00:00+00:00,484600,487766
0,2019-05-20 00:00:00+00:00,479074,482000
0,2019-05-20 01:00:00+00:00,470613,474923
0,2019-05-20 02:00:00+00:00,456634,464924
0,2019-05-20 03:00:00+00:00,438287,446391
0,2019-05-20 04:00:00+00:00,409498,423139
0,2019-05-20 05:00:00+00:00,390811,397069
0,2019-05-20 06:00:00+00:00,372647,375394
0,2019-05-20 07:00:00+00:00,358536,360754
0,2019-05-20 08:00:00+00:00,353755,353392
0,2019-05-20 09:00:00+00:00,353171,352251
0,2019-05-20 10:00:00+00:00,363730,361023
0,2019-05-20 11:00:00+00:00,382308,380071
0,2019-05-20 12:00:00+00:00,404942,403703
0,2019-05-20 13:00:00+00:00,425617,425473
0,2019-05-20 14:00:00+00:00,445753,445027
0,2019-05-20 15:00:00+00:00,465093,464508
0,2019-05-20 16:00:00+00:00,479902,480916
0,2019-05-20 17:00:00+00:00,493455,494945
0,2019-05-20 18:00:00+00:00,505847,507151
0,2019-05-20 19:00:00+00:00,515151,516930
0,2019-05-20 20:00:00+00:00,520207,522739
0,2019-05-20 21:00:00+00:00,523928,526705
0,2019-05-20 22:00:00+00:00,524135,528003
0,2019-05-20 23:00:00+00:00,518844,523040
0,2019-05-21 00:00:00+00:00,508990,512898
0,2019-05-21 01:00:00+00:00,497897,502761
0,2019-05-21 02:00:00+00:00,480786,491442
0,2019-05-21 03:00:00+00:00,459040,467189
0,2019-05-21 04:00:00+00:00,433056,438284
0,2019-05-21 05:00:00+00:00,406435,409775
0,2019-05-21 06:00:00+00:00,386061,387018
0,2019-05-21 07:00:00+00:00,370159,370846
0,2019-05-21 08:00:00+00:00,360948,360462
0,2019-05-21 09:00:00+00:00,356809,357353
0,2019-05-21 10:00:00+00:00,367219,363545
0,2019-05-21 11:00:00+00:00,385458,381529
0,2019-05-21 12:00:00+00:00,403087,401383
0,2019-05-21 13:00:00+00:00,419529,418690
0,2019-05-21 14:00:00+00:00,433688,433899
0,2019-05-21 15:00:00+00:00,448233,447849
0,2019-05-21 16:00:00+00:00,460345,460208
0,2019-05-21 17:00:00+00:00,471063,470723
0,2019-05-21 18:00:00+00:00,481706,480821
0,2019-05-21 19:00:00+00:00,489465,489061
0,2019-05-21 20:00:00+00:00,495063,495241
0,2019-05-21 21:00:00+00:00,500957,501510
0,2019-05-21 22:00:00+00:00,503873,504480
0,2019-05-21 23:00:00+00:00,499441,501932
0,2019-05-22 00:00:00+00:00,493190,494095
0,2019-05-22 01:00:00+00:00,483888,486201
0,2019-05-22 02:00:00+00:00,468906,477644
0,2019-05-22 03:00:00+00:00,449258,454901
0,2019-05-22 04:00:00+00:00,427867,427754
0,2019-05-22 05:00:00+00:00,398891,402733
0,2019-05-22 06:00:00+00:00,380521,381832
0,2019-05-22 07:00:00+00:00,365547,366217
0,2019-05-22 08:00:00+00:00,357508,356584
0,2019-05-22 09:00:00+00:00,355971,353413
0,2019-05-22 10:00:00+00:00,365664,360534
0,2019-05-22 11:00:00+00:00,380275,379086
0,2019-05-22 12:00:00+00:00,398403,399171
0,2019-05-22 13:00:00+00:00,414744,416906
0,2019-05-22 14:00:00+00:00,432424,433481
0,2019-05-22 15:00:00+00:00,449327,449586
0,2019-05-22 16:00:00+00:00,464475,464302
0,2019-05-22 17:00:00+00:00,478204,477942
0,2019-05-22 18:00:00+00:00,490481,491214
0,2019-05-22 19:00:00+00:00,500254,501346
0,2019-05-22 20:00:00+00:00,510258,510247
0,2019-05-22 21:00:00+00:00,518079,518200
0,2019-05-22 22:00:00+00:00,520579,522135
0,2019-05-22 23:00:00+00:00,516472,520023
0,2019-05-23 00:00:00+00:00,508704,511709
0,2019-05-23 01:00:00+00:00,499739,503298
0,2019-05-23 02:00:00+00:00,484525,494578
0,2019-05-23 03:00:00+00:00,464059,471588
0,2019-05-23 04:00:00+00:00,431676,445999
0,2019-05-23 05:00:00+00:00,411194,417740
0,2019-05-23 06:00:00+00:00,389417,394376
0,2019-05-23 07:00:00+00:00,372648,378175
0,2019-05-23 08:00:00+00:00,365341,367966
0,2019-05-23 09:00:00+00:00,364167,364582
0,2019-05-23 10:00:00+00:00,370370,369992
0,2019-05-23 11:00:00+00:00,388610,387593
0,2019-05-23 12:00:00+00:00,408150,408746
0,2019-05-23 13:00:00+00:00,426375,428725
0,2019-05-23 14:00:00+00:00,446901,447628
0,2019-05-23 15:00:00+00:00,465134,467127
0,2019-05-23 16:00:00+00:00,481848,483355
0,2019-05-23 17:00:00+00:00,496422,498367
0,2019-05-23 18:00:00+00:00,514407,513318
0,2019-05-23 19:00:00+00:00,523645,525856
0,2019-05-23 20:00:00+00:00,532966,535245
0,2019-05-23 21:00:00+00:00,538279,540507
0,2019-05-23 22:00:00+00:00,539450,542179
0,2019-05-23 23:00:00+00:00,531778,536986
0,2019-05-24 00:00:00+00:00,523216,527072
0,2019-05-24 01:00:00+00:00,512320,516503
0,2019-05-24 02:00:00+00:00,497100,506882
0,2019-05-24 03:00:00+00:00,475847,484696
0,2019-05-24 04:00:00+00:00,440935,456865
0,2019-05-24 05:00:00+00:00,419580,426878
0,2019-05-24 06:00:00+00:00,395846,402377
0,2019-05-24 07:00:00+00:00,380572,383747
0,2019-05-24 08:00:00+00:00,369915,371124
0,2019-05-24 09:00:00+00:00,368428,366682
0,2019-05-24 10:00:00+00:00,371325,371384
0,2019-05-24 11:00:00+00:00,386938,385426
0,2019-05-24 12:00:00+00:00,406722,405914
0,2019-05-24 13:00:00+00:00,426028,427313
0,2019-05-24 14:00:00+00:00,450530,449635
0,2019-05-24 15:00:00+00:00,472012,471485
0,2019-05-24 16:00:00+00:00,489384,490121
0,2019-05-24 17:00:00+00:00,505383,505200
0,2019-05-24 18:00:00+00:00,517355,518658
0,2019-05-24 19:00:00+00:00,527437,528452
0,2019-05-24 20:00:00+00:00,536365,536546
0,2019-05-24 21:00:00+00:00,541444,542527
0,2019-05-24 22:00:00+00:00,540545,543576
0,2019-05-24 23:00:00+00:00,531893,536549
0,2019-05-25 00:00:00+00:00,519340,522684
0,2019-05-25 01:00:00+00:00,505094,508217
0,2019-05-25 02:00:00+00:00,487805,495657
0,2019-05-25 03:00:00+00:00,466717,473695
