holiday,date,Total,megawatthours
0,2019-08-23 14:00:00+00:00,488519,491579
0,2019-08-23 15:00:00+00:00,510605,513974
0,2019-08-23 16:00:00+00:00,530763,534896
0,2019-08-23 17:00:00+00:00,549575,553326
0,2019-08-23 18:00:00+00:00,565603,569218
0,2019-08-23 19:00:00+00:00,579538,582768
0,2019-08-23 20:00:00+00:00,587229,590752
0,2019-08-23 21:00:00+00:00,590642,595215
0,2019-08-23 22:00:00+00:00,589937,595245
0,2019-08-23 23:00:00+00:00,580708,586753
0,2019-08-24 00:00:00+00:00,566883,572100
0,2019-08-24 01:00:00+00:00,551215,558924
0,2019-08-24 02:00:00+00:00,530127,542120
0,2019-08-24 03:00:00+00:00,507637,516135
0,2019-08-24 04:00:00+00:00,494969,487504
0,2019-08-24 05:00:00+00:00,448834,456859
0,2019-08-24 06:00:00+00:00,426987,432182
0,2019-08-24 07:00:00+00:00,406844,412883
0,2019-08-24 08:00:00+00:00,393177,398663
0,2019-08-24 09:00:00+00:00,385945,389224
0,2019-08-24 10:00:00+00:00,381700,385725
0,2019-08-24 11:00:00+00:00,383288,386952
0,2019-08-24 12:00:00+00:00,391173,392864
0,2019-08-24 13:00:00+00:00,403079,405580
0,2019-08-24 14:00:00+00:00,422776,424989
0,2019-08-24 15:00:00+00:00,448496,448174
0,2019-08-24 16:00:00+00:00,469660,471126
0,2019-08-24 17:00:00+00:00,489007,492026
0,2019-08-24 18:00:00+00:00,505537,508917
0,2019-08-24 19:00:00+00:00,518959,523042
0,2019-08-24 20:00:00+00:00,531428,535155
0,2019-08-24 21:00:00+00:00,541158,544875
0,2019-08-24 22:00:00+00:00,545201,550446
0,2019-08-24 23:00:00+00:00,541277,548858
0,2019-08-25 00:00:00+00:00,532405,538813
0,2019-08-25 01:00:00+00:00,520381,529433
0,2019-08-25 02:00:00+00:00,505004,515933
0,2019-08-25 03:00:00+00:00,482734,493262
0,2019-08-25 04:00:00+00:00,461257,467078
0,2019-08-25 05:00:00+00:00,435395,440477
0,2019-08-25 06:00:00+00:00,409832,416101
0,2019-08-25 07:00:00+00:00,392209,397881
0,2019-08-25 08:00:00+00:00,378273,384545
0,2019-08-25 09:00:00+00:00,369975,375546
0,2019-08-25 10:00:00+00:00,365613,371527
0,2019-08-25 11:00:00+00:00,365403,371746
0,2019-08-25 12:00:00+00:00,371564,373777
0,2019-08-25 13:00:00+00:00,382590,385322
0,2019-08-25 14:00:00+00:00,401371,405168
0,2019-08-25 15:00:00+00:00,425963,426803
0,2019-08-25 16:00:00+00:00,447851,449625
0,2019-08-25 17:00:00+00:00,468639,471384
0,2019-08-25 18:00:00+00:00,488502,490184
0,2019-08-25 19:00:00+00:00,503923,506019
0,2019-08-25 20:00:00+00:00,519311,520439
0,2019-08-25 21:00:00+00:00,529260,531748
0,2019-08-25 22:00:00+00:00,539704,544129
0,2019-08-25 23:00:00+00:00,542246,548040
0,2019-08-26 00:00:00+00:00,540610,544727
0,2019-08-26 01:00:00+00:00,533313,542359
0,2019-08-26 02:00:00+00:00,517555,530044
0,2019-08-26 03:00:00+00:00,493393,504601
0,2019-08-26 04:00:00+00:00,461953,475272
0,2019-08-26 05:00:00+00:00,437841,445799
0,2019-08-26 06:00:00+00:00,415225,421508
0,2019-08-26 07:00:00+00:00,397797,404854
0,2019-08-26 08:00:00+00:00,389227,394592
0,2019-08-26 09:00:00+00:00,387719,390743
0,2019-08-26 10:00:00+00:00,396519,396813
0,2019-08-26 11:00:00+00:00,412624,415454
0,2019-08-26 12:00:00+00:00,434783,437072
0,2019-08-26 13:00:00+00:00,449470,453158
0,2019-08-26 14:00:00+00:00,466041,470704
0,2019-08-26 15:00:00+00:00,486239,490656
0,2019-08-26 16:00:00+00:00,508729,511345
0,2019-08-26 17:00:00+00:00,527358,530909
0,2019-08-26 18:00:00+00:00,546186,548866
0,2019-08-26 19:00:00+00:00,559291,564171
0,2019-08-26 20:00:00+00:00,570976,575939
0,2019-08-26 21:00:00+00:00,580912,585589
0,2019-08-26 22:00:00+00:00,585857,591488
0,2019-08-26 23:00:00+00:00,586202,591669
0,2019-08-27 00:00:00+00:00,581517,587288
0,2019-08-27 01:00:00+00:00,570752,581128
0,2019-08-27 02:00:00+00:00,550766,564101
0,2019-08-27 03:00:00+00:00,522043,533373
0,2019-08-27 04:00:00+00:00,487781,500495
0,2019-08-27 05:00:00+00:00,459766,468482
0,2019-08-27 06:00:00+00:00,435752,440898
0,2019-08-27 07:00:00+00:00,415051,422023
0,2019-08-27 08:00:00+00:00,405331,409249
0,2019-08-27 09:00:00+00:00,400383,404026
0,2019-08-27 10:00:00+00:00,408630,408554
0,2019-08-27 11:00:00+00:00,422385,426294
0,2019-08-27 12:00:00+00:00,442499,444920
0,2019-08-27 13:00:00+00:00,456012,459450
0,2019-08-27 14:00:00+00:00,472219,475950
0,2019-08-27 15:00:00+00:00,491910,494089
0,2019-08-27 16:00:00+00:00,508253,512567
0,2019-08-27 17:00:00+00:00,527688,530139
0,2019-08-27 18:00:00+00:00,545827,548603
0,2019-08-27 19:00:00+00:00,562128,564480
0,2019-08-27 20:00:00+00:00,573689,577258
0,2019-08-27 21:00:00+00:00,583564,588063
0,2019-08-27 22:00:00+00:00,588785,594807
0,2019-08-27 23:00:00+00:00,587368,593804
0,2019-08-28 00:00:00+00:00,579973,586931
0,2019-08-28 01:00:00+00:00,563208,579174
0,2019-08-28 02:00:00+00:00,547850,561679
0,2019-08-28 03:00:00+00:00,518462,530535
0,2019-08-28 04:00:00+00:00,483182,495938
0,2019-08-28 05:00:00+00:00,454325,463827
0,2019-08-28 06:00:00+00:00,429311,436729
0,2019-08-28 07:00:00+00:00,411194,416910
0,2019-08-28 08:00:00+00:00,398329,403299
0,2019-08-28 09:00:00+00:00,394016,397245
0,2019-08-28 10:00:00+00:00,402181,402877
0,2019-08-28 11:00:00+00:00,418670,421603
0,2019-08-28 12:00:00+00:00,437205,440229
0,2019-08-28 13:00:00+00:00,454302,456500
0,2019-08-28 14:00:00+00:00,471850,476598
0,2019-08-28 15:00:00+00:00,499532,499193
0,2019-08-28 16:00:00+00:00,518913,522683
0,2019-08-28 17:00:00+00:00,541335,545103
0,2019-08-28 18:00:00+00:00,563745,566860
0,2019-08-28 19:00:00+00:00,581727,586503
0,2019-08-28 20:00:00+00:00,597561,602608
0,2019-08-28 21:00:00+00:00,609081,615094
0,2019-08-28 22:00:00+00:00,612328,620147
0,2019-08-28 23:00:00+00:00,606248,616206
0,2019-08-29 00:00:00+00:00,594634,603252
0,2019-08-29 01:00:00+00:00,577103,588621
0,2019-08-29 02:00:00+00:00,553660,568104
0,2019-08-29 03:00:00+00:00,520616,533536
0,2019-08-29 04:00:00+00:00,486846,497208
0,2019-08-29 05:00:00+00:00,451052,462970
0,2019-08-29 06:00:00+00:00,427764,435268
0,2019-08-29 07:00:00+00:00,406024,414102
0,2019-08-29 08:00:00+00:00,395535,399915
0,2019-08-29 09:00:00+00:00,391115,393737
0,2019-08-29 10:00:00+00:00,398026,399447
0,2019-08-29 11:00:00+00:00,411964,414983
0,2019-08-29 12:00:00+00:00,430561,432044
0,2019-08-29 13:00:00+00:00,446392,448672
0,2019-08-29 14:00:00+00:00,467690,469459
0,2019-08-29 15:00:00+00:00,493552,494274
0,2019-08-29 16:00:00+00:00,516409,518987
0,2019-08-29 17:00:00+00:00,541302,543775
0,2019-08-29 18:00:00+00:00,565715,568347
0,2019-08-29 19:00:00+00:00,588277,591103
0,2019-08-29 20:00:00+00:00,607787,610046
0,2019-08-29 21:00:00+00:00,622076,625580
0,2019-08-29 22:00:00+00:00,627501,633387
0,2019-08-29 23:00:00+00:00,620275,629098
0,2019-08-30 00:00:00+00:00,605494,614022
0,2019-08-30 01:00:00+00:00,587280,598820
0,2019-08-30 02:00:00+00:00,562410,576886
0,2019-08-30 03:00:00+00:00,529911,542364
0,2019-08-30 04:00:00+00:00,493739,505893
0,2019-08-30 05:00:00+00:00,459947,470556
0,2019-08-30 06:00:00+00:00,432755,441008
0,2019-08-30 07:00:00+00:00,410859,418688
0,2019-08-30 08:00:00+00:00,397360,406803
0,2019-08-30 09:00:00+00:00,392745,400005
0,2019-08-30 10:00:00+00:00,397183,403348
0,2019-08-30 11:00:00+00:00,412476,418186
0,2019-08-30 12:00:00+00:00,427032,432902
0,2019-08-30 13:00:00+00:00,443668,448346
0,2019-08-30 14:00:00+00:00,463437,469605
0,2019-08-30 15:00:00+00:00,487700,493934
0,2019-08-30 16:00:00+00:00,513492,518959
0,2019-08-30 17:00:00+00:00,536918,543142
0,2019-08-30 18:00:00+00:00,560646,567572
0,2019-08-30 19:00:00+00:00,581970,588511
0,2019-08-30 20:00:00+00:00,596259,602322
0,2019-08-30 21:00:00+00:00,603271,611163
0,2019-08-30 22:00:00+00:00,601201,614525
0,2019-08-30 23:00:00+00:00,591101,605212
1,2019-08-31 00:00:00+00:00,572979,586877
1,2019-08-31 01:00:00+00:00,553172,570247
1,2019-08-31 02:00:00+00:00,529318,549148
1,2019-08-31 03:00:00+00:00,501645,519467
1,2019-08-31 04:00:00+00:00,473583,487506
1,2019-08-31 05:00:00+00:00,440386,455350
1,2019-08-31 06:00:00+00:00,415318,428643
1,2019-08-31 07:00:00+00:00,395720,407129
1,2019-08-31 08:00:00+00:00,381900,392842
1,2019-08-31 09:00:00+00:00,373631,383053
1,2019-08-31 10:00:00+00:00,369389,378700
1,2019-08-31 11:00:00+00:00,371483,379496
1,2019-08-31 12:00:00+00:00,377029,385062
1,2019-08-31 13:00:00+00:00,390651,397256
1,2019-08-31 14:00:00+00:00,409427,418628
1,2019-08-31 15:00:00+00:00,438983,444699
1,2019-08-31 16:00:00+00:00,465041,472221
1,2019-08-31 17:00:00+00:00,489518,496836
1,2019-08-31 18:00:00+00:00,509881,518190
1,2019-08-31 19:00:00+00:00,528554,536738
1,2019-08-31 20:00:00+00:00,544229,551848
1,2019-08-31 21:00:00+00:00,553078,562778
1,2019-08-31 22:00:00+00:00,557067,568452
1,2019-08-31 23:00:00+00:00,551278,564776
1,2019-09-01 00:00:00+00:00,543735,553702
1,2019-09-01 01:00:00+00:00,526773,542052
1,2019-09-01 02:00:00+00:00,507712,525443
1,2019-09-01 03:00:00+00:00,482876,498673
1,2019-09-01 04:00:00+00:00,460434,469819
1,2019-09-01 05:00:00+00:00,432478,444453
1,2019-09-01 06:00:00+00:00,406719,418066
1,2019-09-01 07:00:00+00:00,387978,399296
1,2019-09-01 08:00:00+00:00,376433,385676
1,2019-09-01 09:00:00+00:00,368679,376048
1,2019-09-01 10:00:00+00:00,364592,371134
1,2019-09-01 11:00:00+00:00,363188,370179
1,2019-09-01 12:00:00+00:00,366491,372246
1,2019-09-01 13:00:00+00:00,381064,384549
1,2019-09-01 14:00:00+00:00,400581,406343
1,2019-09-01 15:00:00+00:00,427784,432377
1,2019-09-01 16:00:00+00:00,456135,459960
1,2019-09-01 17:00:00+00:00,482272,486221
1,2019-09-01 18:00:00+00:00,504839,509756
1,2019-09-01 19:00:00+00:00,525771,529911
1,2019-09-01 20:00:00+00:00,540804,545691
1,2019-09-01 21:00:00+00:00,551172,557011
1,2019-09-01 22:00:00+00:00,556689,563987
1,2019-09-01 23:00:00+00:00,552807,562521
1,2019-09-02 00:00:00+00:00,545019,553571
1,2019-09-02 01:00:00+00:00,529618,542344
1,2019-09-02 02:00:00+00:00,509959,525073
1,2019-09-02 03:00:00+00:00,486263,499470
1,2019-09-02 04:00:00+00:00,457333,472047
1,2019-09-02 05:00:00+00:00,431950,442912
1,2019-09-02 06:00:00+00:00,410163,419308
1,2019-09-02 07:00:00+00:00,392885,400728
1,2019-09-02 08:00:00+00:00,379400,387381
1,2019-09-02 09:00:00+00:00,374700,380104
1,2019-09-02 10:00:00+00:00,371197,377801
1,2019-09-02 11:00:00+00:00,370892,379632
1,2019-09-02 12:00:00+00:00,376676,381416
1,2019-09-02 13:00:00+00:00,391677,393456
1,2019-09-02 14:00:00+00:00,416013,418488
1,2019-09-02 15:00:00+00:00,449576,450562
1,2019-09-02 16:00:00+00:00,482951,485094
1,2019-09-02 17:00:00+00:00,512459,515949
1,2019-09-02 18:00:00+00:00,539309,542434
1,2019-09-02 19:00:00+00:00,560149,563620
1,2019-09-02 20:00:00+00:00,578342,581269
1,2019-09-02 21:00:00+00:00,591707,596183
1,2019-09-02 22:00:00+00:00,599099,605974
1,2019-09-02 23:00:00+00:00,595072,605561
0,2019-09-03 00:00:00+00:00,586606,596712
0,2019-09-03 01:00:00+00:00,571340,585467
0,2019-09-03 02:00:00+00:00,546774,563924
0,2019-09-03 03:00:00+00:00,517760,532030
0,2019-09-03 04:00:00+00:00,475056,494104
0,2019-09-03 05:00:00+00:00,451518,461447
0,2019-09-03 06:00:00+00:00,424402,432465
0,2019-09-03 07:00:00+00:00,403331,411631
0,2019-09-03 08:00:00+00:00,392069,399015
0,2019-09-03 09:00:00+00:00,388615,393116
0,2019-09-03 10:00:00+00:00,396489,398284
0,2019-09-03 11:00:00+00:00,412452,417199
0,2019-09-03 12:00:00+00:00,432356,437110
0,2019-09-03 13:00:00+00:00,451795,455481
0,2019-09-03 14:00:00+00:00,475818,479717
0,2019-09-03 15:00:00+00:00,504328,508044
0,2019-09-03 16:00:00+00:00,533462,537791
0,2019-09-03 17:00:00+00:00,562745,565751
0,2019-09-03 18:00:00+00:00,588195,592292
0,2019-09-03 19:00:00+00:00,609471,614085
0,2019-09-03 20:00:00+00:00,627653,630803
0,2019-09-03 21:00:00+00:00,639091,644216
0,2019-09-03 22:00:00+00:00,642221,652039
0,2019-09-03 23:00:00+00:00,638880,649418
0,2019-09-04 00:00:00+00:00,626121,636975
0,2019-09-04 01:00:00+00:00,607233,622841
0,2019-09-04 02:00:00+00:00,579357,599024
0,2019-09-04 03:00:00+00:00,544435,561544
0,2019-09-04 04:00:00+00:00,500989,522869
0,2019-09-04 05:00:00+00:00,473115,486099
0,2019-09-04 06:00:00+00:00,447636,456894
0,2019-09-04 07:00:00+00:00,425497,434376
0,2019-09-04 08:00:00+00:00,411512,418433
0,2019-09-04 09:00:00+00:00,407685,411401
0,2019-09-04 10:00:00+00:00,413448,415564
0,2019-09-04 11:00:00+00:00,429766,434466
0,2019-09-04 12:00:00+00:00,446989,450829
0,2019-09-04 13:00:00+00:00,464678,466472
0,2019-09-04 14:00:00+00:00,486676,488922
0,2019-09-04 15:00:00+00:00,515559,517125
0,2019-09-04 16:00:00+00:00,544544,546966
0,2019-09-04 17:00:00+00:00,572302,575613
0,2019-09-04 18:00:00+00:00,597937,602479
0,2019-09-04 19:00:00+00:00,620832,625465
0,2019-09-04 20:00:00+00:00,636985,641801
0,2019-09-04 21:00:00+00:00,646974,654841
0,2019-09-04 22:00:00+00:00,653057,661275
0,2019-09-04 23:00:00+00:00,642394,655700
0,2019-09-05 00:00:00+00:00,629507,641856
0,2019-09-05 01:00:00+00:00,609725,626021
0,2019-09-05 02:00:00+00:00,580267,600110
0,2019-09-05 03:00:00+00:00,545565,562689
0,2019-09-05 04:00:00+00:00,508193,524077
0,2019-09-05 05:00:00+00:00,471602,486250
0,2019-09-05 06:00:00+00:00,443710,455434
0,2019-09-05 07:00:00+00:00,422627,432773
0,2019-09-05 08:00:00+00:00,409428,417946
0,2019-09-05 09:00:00+00:00,404807,410883
0,2019-09-05 10:00:00+00:00,410917,413586
0,2019-09-05 11:00:00+00:00,425237,430104
0,2019-09-05 12:00:00+00:00,440338,447225
0,2019-09-05 13:00:00+00:00,454328,460475
0,2019-09-05 14:00:00+00:00,472745,480315
0,2019-09-05 15:00:00+00:00,496733,503998
0,2019-09-05 16:00:00+00:00,522175,529377
0,2019-09-05 17:00:00+00:00,546496,553425
0,2019-09-05 18:00:00+00:00,568010,576362
0,2019-09-05 19:00:00+00:00,588554,595624
0,2019-09-05 20:00:00+00:00,601895,610439
0,2019-09-05 21:00:00+00:00,613436,621511
0,2019-09-05 22:00:00+00:00,616013,626549
0,2019-09-05 23:00:00+00:00,610555,622241
0,2019-09-06 00:00:00+00:00,599847,611833
0,2019-09-06 01:00:00+00:00,582542,599211
0,2019-09-06 02:00:00+00:00,558063,576427
0,2019-09-06 03:00:00+00:00,525068,542758
0,2019-09-06 04:00:00+00:00,499789,507580
0,2019-09-06 05:00:00+00:00,459811,473339
0,2019-09-06 06:00:00+00:00,433668,444774
0,2019-09-06 07:00:00+00:00,412271,423535
0,2019-09-06 08:00:00+00:00,400944,408309
0,2019-09-06 09:00:00+00:00,395932,401889
0,2019-09-06 10:00:00+00:00,402797,405226
0,2019-09-06 11:00:00+00:00,415761,421577
0,2019-09-06 12:00:00+00:00,430511,437396
0,2019-09-06 13:00:00+00:00,445629,452136
0,2019-09-06 14:00:00+00:00,465133,472614
0,2019-09-06 15:00:00+00:00,489214,495737
0,2019-09-06 16:00:00+00:00,512986,519866
0,2019-09-06 17:00:00+00:00,536155,543551
0,2019-09-06 18:00:00+00:00,558257,565596
0,2019-09-06 19:00:00+00:00,577345,584349
0,2019-09-06 20:00:00+00:00,591861,598371
0,2019-09-06 21:00:00+00:00,600567,608696
0,2019-09-06 22:00:00+00:00,600685,611376
0,2019-09-06 23:00:00+00:00,595326,605883
0,2019-09-07 00:00:00+00:00,580933,591210
0,2019-09-07 01:00:00+00:00,560611,574668
0,2019-09-07 02:00:00+00:00,536422,551484
0,2019-09-07 03:00:00+00:00,505957,521677
0,2019-09-07 04:00:00+00:00,479092,491323
0,2019-09-07 05:00:00+00:00,446781,459894
0,2019-09-07 06:00:00+00:00,421603,432438
0,2019-09-07 07:00:00+00:00,400616,411363
0,2019-09-07 08:00:00+00:00,386371,395900
0,2019-09-07 09:00:00+00:00,378409,386639
0,2019-09-07 10:00:00+00:00,374327,382940
0,2019-09-07 11:00:00+00:00,376633,384586
0,2019-09-07 12:00:00+00:00,383488,389813
0,2019-09-07 13:00:00+00:00,397115,402753
0,2019-09-07 14:00:00+00:00,416903,424021
0,2019-09-07 15:00:00+00:00,445715,451738
0,2019-09-07 16:00:00+00:00,473807,480449
0,2019-09-07 17:00:00+00:00,500083,507664
0,2019-09-07 18:00:00+00:00,523164,531727
0,2019-09-07 19:00:00+00:00,544878,551888
0,2019-09-07 20:00:00+00:00,559988,567660
0,2019-09-07 21:00:00+00:00,571086,579590
0,2019-09-07 22:00:00+00:00,573687,584817
0,2019-09-07 23:00:00+00:00,568732,580366
0,2019-09-08 00:00:00+00:00,557057,566868
0,2019-09-08 01:00:00+00:00,535712,552102
0,2019-09-08 02:00:00+00:00,514172,530892
0,2019-09-08 03:00:00+00:00,487175,502889
0,2019-09-08 04:00:00+00:00,460046,473714
0,2019-09-08 05:00:00+00:00,434031,445137
0,2019-09-08 06:00:00+00:00,409758,419815
0,2019-09-08 07:00:00+00:00,389904,400369
0,2019-09-08 08:00:00+00:00,376196,386179
0,2019-09-08 09:00:00+00:00,368221,376656
0,2019-09-08 10:00:00+00:00,363345,371591
0,2019-09-08 11:00:00+00:00,362944,371230
0,2019-09-08 12:00:00+00:00,370307,374816
0,2019-09-08 13:00:00+00:00,383225,387316
0,2019-09-08 14:00:00+00:00,402424,408529
0,2019-09-08 15:00:00+00:00,428838,432355
0,2019-09-08 16:00:00+00:00,456205,460381
0,2019-09-08 17:00:00+00:00,481967,487263
0,2019-09-08 18:00:00+00:00,504948,512237
0,2019-09-08 19:00:00+00:00,525085,531704
0,2019-09-08 20:00:00+00:00,539323,546692
0,2019-09-08 21:00:00+00:00,551886,558169
0,2019-09-08 22:00:00+00:00,557972,565999
0,2019-09-08 23:00:00+00:00,557134,565256
0,2019-09-09 00:00:00+00:00,550025,557460
0,2019-09-09 01:00:00+00:00,535872,549241
0,2019-09-09 02:00:00+00:00,515641,530743
0,2019-09-09 03:00:00+00:00,487536,502393
0,2019-09-09 04:00:00+00:00,456635,471102
0,2019-09-09 05:00:00+00:00,431229,441471
0,2019-09-09 06:00:00+00:00,410800,418483
0,2019-09-09 07:00:00+00:00,392641,401277
0,2019-09-09 08:00:00+00:00,383095,390434
0,2019-09-09 09:00:00+00:00,382221,386419
0,2019-09-09 10:00:00+00:00,392562,393116
0,2019-09-09 11:00:00+00:00,410914,413530
0,2019-09-09 12:00:00+00:00,429621,433992
0,2019-09-09 13:00:00+00:00,445011,450327
0,2019-09-09 14:00:00+00:00,465348,471587
0,2019-09-09 15:00:00+00:00,492494,496600
0,2019-09-09 16:00:00+00:00,516016,523357
0,2019-09-09 17:00:00+00:00,542951,549731
0,2019-09-09 18:00:00+00:00,565054,572989
0,2019-09-09 19:00:00+00:00,585461,592305
0,2019-09-09 20:00:00+00:00,600779,606496
0,2019-09-09 21:00:00+00:00,608577,615535
0,2019-09-09 22:00:00+00:00,609646,618709
0,2019-09-09 23:00:00+00:00,600477,612545
0,2019-09-10 00:00:00+00:00,592299,601786
0,2019-09-10 01:00:00+00:00,575603,589995
0,2019-09-10 02:00:00+00:00,550930,566965
0,2019-09-10 03:00:00+00:00,518657,533694
0,2019-09-10 04:00:00+00:00,475896,498035
0,2019-09-10 05:00:00+00:00,455013,464774
0,2019-09-10 06:00:00+00:00,429782,438416
0,2019-09-10 07:00:00+00:00,412020,418976
0,2019-09-10 08:00:00+00:00,400483,406518
0,2019-09-10 09:00:00+00:00,397396,401208
0,2019-09-10 10:00:00+00:00,406009,406892
0,2019-09-10 11:00:00+00:00,424857,428096
0,2019-09-10 12:00:00+00:00,443376,447921
0,2019-09-10 13:00:00+00:00,458699,463489
0,2019-09-10 14:00:00+00:00,480319,485017
0,2019-09-10 15:00:00+00:00,507965,510545
0,2019-09-10 16:00:00+00:00,534222,538782
0,2019-09-10 17:00:00+00:00,561095,565594
0,2019-09-10 18:00:00+00:00,585411,590449
0,2019-09-10 19:00:00+00:00,604454,609808
0,2019-09-10 20:00:00+00:00,618626,624365
0,2019-09-10 21:00:00+00:00,626057,633573
0,2019-09-10 22:00:00+00:00,624132,634831
0,2019-09-10 23:00:00+00:00,614051,624972
0,2019-09-11 00:00:00+00:00,602183,612492
0,2019-09-11 01:00:00+00:00,586356,599601
0,2019-09-11 02:00:00+00:00,560295,576630
0,2019-09-11 03:00:00+00:00,529473,544403
0,2019-09-11 04:00:00+00:00,486855,509187
0,2019-09-11 05:00:00+00:00,463880,474552
0,2019-09-11 06:00:00+00:00,437903,446502
0,2019-09-11 07:00:00+00:00,417785,426272
0,2019-09-11 08:00:00+00:00,406977,412616
0,2019-09-11 09:00:00+00:00,404217,407171
0,2019-09-11 10:00:00+00:00,413504,413721
0,2019-09-11 11:00:00+00:00,432578,435222
0,2019-09-11 12:00:00+00:00,450479,454986
0,2019-09-11 13:00:00+00:00,468701,472433
0,2019-09-11 14:00:00+00:00,491700,495619
0,2019-09-11 15:00:00+00:00,520899,522661
0,2019-09-11 16:00:00+00:00,551767,552922
0,2019-09-11 17:00:00+00:00,579236,581952
0,2019-09-11 18:00:00+00:00,605910,610306
0,2019-09-11 19:00:00+00:00,627851,632942
0,2019-09-11 20:00:00+00:00,641360,647397
0,2019-09-11 21:00:00+00:00,648927,656528
0,2019-09-11 22:00:00+00:00,647705,656846
0,2019-09-11 23:00:00+00:00,638309,648168
0,2019-09-12 00:00:00+00:00,620986,632626
0,2019-09-12 01:00:00+00:00,605057,617977
0,2019-09-12 02:00:00+00:00,575861,592438
0,2019-09-12 03:00:00+00:00,541930,556798
0,2019-09-12 04:00:00+00:00,499859,519110
0,2019-09-12 05:00:00+00:00,471383,482707
0,2019-09-12 06:00:00+00:00,443055,451909
0,2019-09-12 07:00:00+00:00,423874,430283
0,2019-09-12 08:00:00+00:00,411114,416336
0,2019-09-12 09:00:00+00:00,408105,410182
0,2019-09-12 10:00:00+00:00,417023,415889
0,2019-09-12 11:00:00+00:00,435153,437423
0,2019-09-12 12:00:00+00:00,452022,455891
0,2019-09-12 13:00:00+00:00,468649,472802
0,2019-09-12 14:00:00+00:00,493549,496553
0,2019-09-12 15:00:00+00:00,523991,524632
0,2019-09-12 16:00:00+00:00,551525,553919
0,2019-09-12 17:00:00+00:00,575393,579215
0,2019-09-12 18:00:00+00:00,600852,605390
0,2019-09-12 19:00:00+00:00,612875,618821
0,2019-09-12 20:00:00+00:00,624655,630761
0,2019-09-12 21:00:00+00:00,632543,638791
0,2019-09-12 22:00:00+00:00,633722,640190
0,2019-09-12 23:00:00+00:00,625011,632941
0,2019-09-13 00:00:00+00:00,611883,620197
0,2019-09-13 01:00:00+00:00,594629,607523
0,2019-09-13 02:00:00+00:00,566407,582719
0,2019-09-13 03:00:00+00:00,533792,548249
0,2019-09-13 04:00:00+00:00,501509,511078
0,2019-09-13 05:00:00+00:00,464394,474295
0,2019-09-13 06:00:00+00:00,436965,444852
0,2019-09-13 07:00:00+00:00,414914,423132
0,2019-09-13 08:00:00+00:00,403436,406037
0,2019-09-13 09:00:00+00:00,399467,399357
0,2019-09-13 10:00:00+00:00,406552,404507
0,2019-09-13 11:00:00+00:00,423357,422951
0,2019-09-13 12:00:00+00:00,439348,441193
0,2019-09-13 13:00:00+00:00,453287,454752
0,2019-09-13 14:00:00+00:00,472955,473889
0,2019-09-13 15:00:00+00:00,497036,497110
0,2019-09-13 16:00:00+00:00,522150,521877
0,2019-09-13 17:00:00+00:00,542700,545077
0,2019-09-13 18:00:00+00:00,563395,565129
0,2019-09-13 19:00:00+00:00,576731,579701
0,2019-09-13 20:00:00+00:00,586238,589511
0,2019-09-13 21:00:00+00:00,590769,595994
0,2019-09-13 22:00:00+00:00,590118,596655
0,2019-09-13 23:00:00+00:00,583436,588585
0,2019-09-14 00:00:00+00:00,568436,575151
0,2019-09-14 01:00:00+00:00,549638,560249
0,2019-09-14 02:00:00+00:00,524228,535177
0,2019-09-14 03:00:00+00:00,495817,504659
0,2019-09-14 04:00:00+00:00,484647,484329
0,2019-09-14 05:00:00+00:00,442260,449224
0,2019-09-14 06:00:00+00:00,417757,423389
0,2019-09-14 07:00:00+00:00,396799,402766
0,2019-09-14 08:00:00+00:00,384502,387807
0,2019-09-14 09:00:00+00:00,375017,378829
0,2019-09-14 10:00:00+00:00,373943,376090
0,2019-09-14 11:00:00+00:00,375342,379925
0,2019-09-14 12:00:00+00:00,384208,386398
0,2019-09-14 13:00:00+00:00,398755,400592
0,2019-09-14 14:00:00+00:00,415589,420349
0,2019-09-14 15:00:00+00:00,441331,444557
0,2019-09-14 16:00:00+00:00,467318,470301
0,2019-09-14 17:00:00+00:00,489576,494154
0,2019-09-14 18:00:00+00:00,510114,515029
0,2019-09-14 19:00:00+00:00,528299,533373
0,2019-09-14 20:00:00+00:00,544507,549117
0,2019-09-14 21:00:00+00:00,556354,561192
0,2019-09-14 22:00:00+00:00,560421,567939
0,2019-09-14 23:00:00+00:00,557157,564688
0,2019-09-15 00:00:00+00:00,546790,554499
0,2019-09-15 01:00:00+00:00,531338,541719
0,2019-09-15 02:00:00+00:00,513310,521356
0,2019-09-15 03:00:00+00:00,486530,496148
0,2019-09-15 04:00:00+00:00,459539,468970
0,2019-09-15 05:00:00+00:00,431750,440028
0,2019-09-15 06:00:00+00:00,407325,414846
0,2019-09-15 07:00:00+00:00,390338,395946
0,2019-09-15 08:00:00+00:00,375340,381333
0,2019-09-15 09:00:00+00:00,366289,372092
0,2019-09-15 10:00:00+00:00,362163,367481
0,2019-09-15 11:00:00+00:00,361863,368208
0,2019-09-15 12:00:00+00:00,368036,371042
0,2019-09-15 13:00:00+00:00,380665,383460
0,2019-09-15 14:00:00+00:00,403929,407384
0,2019-09-15 15:00:00+00:00,431368,434948
0,2019-09-15 16:00:00+00:00,461576,464692
0,2019-09-15 17:00:00+00:00,491105,493017
0,2019-09-15 18:00:00+00:00,516788,518577
0,2019-09-15 19:00:00+00:00,538051,540951
0,2019-09-15 20:00:00+00:00,558018,559798
